id,damaged
11254,0.4939974248409271
27716,0.006433077622205019
29066,2.124398270098027e-5
3373,0.09837817400693893
1996,0.01159864105284214
18061,1.708604486339027e-6
22237,1.7454553017159924e-5
25346,0.22974352538585663
21554,0.48547157645225525
4273,0.005655420478433371
28000,1.124164045904763e-4
10137,0.8391760587692261
11619,0.020314760506153107
20372,0.233710378408432
29876,0.001706455834209919
1678,4.4951829477213323e-4
29503,0.07302772253751755
13479,8.749916560191195e-6
22043,0.0017833588644862175
10841,0.024209383875131607
14442,1.1615802577580325e-5
21870,0.013593525625765324
13895,0.0035644627641886473
11434,0.061186883598566055
12483,0.19439315795898438
25843,0.00406249612569809
6906,2.445394347887486e-4
23577,0.9011997580528259
16246,0.02726801484823227
27705,5.888533905817894e-6
16345,0.018461255356669426
18997,0.00136670027859509
23284,0.0017642203019931912
11687,0.5337209105491638
4538,0.17661187052726746
20146,0.0038954773917794228
4966,0.01322545949369669
25661,6.006592684570933e-6
28408,3.102838672930375e-5
15074,8.117642137221992e-4
4441,1.1907908628927544e-5
15220,7.77367313276045e-6
19333,0.051450613886117935
25959,5.5363128922181204e-5
1903,0.9998469352722168
26367,3.917452704627067e-5
4679,9.438946108275559e-6
5870,0.07087700068950653
20320,0.01139405183494091
1765,2.3235958360601217e-4
14603,0.00934143178164959
10855,0.018157368525862694
20946,0.0019545084796845913
14055,0.885840117931366
28401,8.766619430389255e-5
4748,0.005786365829408169
27808,0.0035309200175106525
5500,0.17345428466796875
13748,1.3741740986006334e-5
2665,1.3530153955798596e-4
16895,0.030609967187047005
10454,0.025895871222019196
2286,3.6265345215724665e-7
5276,0.008164982311427593
26394,1.0060371278086677e-4
17657,0.3542807400226593
13998,3.1756000680616125e-5
19035,8.10234050732106e-5
8030,0.003537928219884634
9153,2.1642923456965946e-5
1460,0.0056315334513783455
7470,3.9307840052060783e-4
11646,0.2275686413049698
20548,0.8822846412658691
29927,0.0013039960758760571
10446,0.9913656711578369
28336,0.37233155965805054
12519,0.001124900532886386
12683,0.005647269077599049
22128,0.967121958732605
