id,damaged
11254,0.3744864761829376
27716,0.014047252014279366
29066,8.21006833575666e-5
3373,0.13524223864078522
1996,0.02572847157716751
18061,3.631900472100824e-5
22237,1.1344631639076397e-4
25346,0.20885109901428223
21554,0.7986564636230469
4273,0.015431229956448078
28000,1.1934612120967358e-4
10137,0.764424204826355
11619,0.05598094314336777
20372,0.38331493735313416
29876,0.004526261240243912
1678,0.00115288607776165
29503,0.12471406161785126
13479,2.9094895580783486e-5
22043,0.013992753811180592
10841,0.0854678824543953
14442,5.406627315096557e-5
21870,0.037751514464616776
13895,0.007562342565506697
11434,0.3833616077899933
12483,0.31216099858283997
25843,0.01143029984086752
6906,0.0013906036037951708
23577,0.8613211512565613
16246,0.15809978544712067
27705,6.503250915557146e-5
16345,0.1023089811205864
18997,0.009114842861890793
23284,0.0073701501823961735
11687,0.7811992168426514
4538,0.28033164143562317
20146,0.027020204812288284
4966,0.04951794072985649
25661,4.6417924750130624e-5
28408,7.731188088655472e-5
15074,0.003951794467866421
4441,6.452294474001974e-5
15220,2.923399006249383e-5
19333,0.12593288719654083
25959,7.783962792018428e-5
1903,0.9990620017051697
26367,5.7348806876689196e-5
4679,3.598966941353865e-5
5870,0.19513030350208282
20320,0.006800722796469927
1765,3.0543189495801926e-4
14603,0.05043210834264755
10855,0.036812759935855865
20946,0.008262941613793373
14055,0.8861604928970337
28401,5.721647175960243e-4
4748,0.03366096690297127
27808,0.012805115431547165
5500,0.15910576283931732
13748,6.122799823060632e-5
2665,6.325012072920799e-4
16895,0.06376107782125473
10454,0.09075779467821121
2286,7.1375907282345e-6
5276,0.019862111657857895
26394,2.0446149574127048e-4
17657,0.23960983753204346
13998,5.227155634202063e-5
19035,2.7132968534715474e-4
8030,0.012295497581362724
9153,5.341563155525364e-5
1460,0.029389556497335434
7470,0.002858162857592106
11646,0.16096414625644684
20548,0.80577152967453
29927,0.0030807149596512318
10446,0.9850021004676819
28336,0.8646634221076965
12519,0.008919794112443924
12683,0.0064646960236132145
22128,0.9454346299171448
15736,0.49991026520729065
4135,0.2198575884103775
18272,0.07097502052783966
633,0.0010648237075656652
21284,0.009686092846095562
27676,0.02474195510149002
16538,3.156420716550201e-4
22917,1.0727241169661283e-4
29734,0.0010996583150699735
29401,0.0013356717536225915
26671,0.004835787694901228
12136,1.2762816913891584e-4
13019,8.735909796087071e-5
19519,0.0061167022213339806
22874,0.31502479314804077
17518,0.031420689076185226
21246,9.737830987432972e-5
27522,2.722244244068861e-4
12973,1.3668131032318342e-5
27156,0.2974999248981476
16216,6.410369678633288e-5
18287,0.08307057619094849
2204,2.377773926127702e-4
9577,0.0027264084201306105
13678,6.122799823060632e-5
16611,0.3783143162727356
27,6.355169898597524e-5
23248,0.06436163187026978
18034,7.777143764542416e-5
16224,0.012432435527443886
15621,6.787489837734029e-5
27763,0.30169403553009033
28448,0.16625504195690155
10857,0.009447385556995869
10674,0.04019368067383766
15286,0.11976933479309082
7107,0.3320809006690979
25950,1.3593309631687589e-5
13134,4.2686897359089926e-5
16507,0.21324919164180756
10229,0.41465866565704346
14244,1.4146191824693233e-4
11166,0.3905062973499298
22635,0.011703092604875565
11241,0.3222379684448242
20956,0.6406069993972778
20830,6.517596775665879e-4
839,0.3309986889362335
21927,0.559583306312561
15480,0.05434862896800041
21201,0.012344621121883392
