uid,0-250000,250000-350000,350000-450000,450000-650000,650000+
4070,0.8972489077436206,0.0968692759222416,0.0050298621562178784,1.5360979213653567e-4,6.983443857830031e-4
5457,0.08090586963084913,0.4153562304815622,0.18231020033902304,0.2636698402296056,0.057757859318960075
2053,0.243883256941057,0.6831435174470483,0.05640901996278319,0.01489156631157246,0.0016726393375387897
4723,0.0013864840786044351,0.00869836599212422,0.2873021259411186,0.6191453667536477,0.08346765723450487
5417,0.15006071423222955,0.4850345738750197,0.26882328742247175,0.09257175038692424,0.0035096740833549
7231,0.1973137587697856,0.7311701466292196,0.05000346174723,0.011348732629294757,0.010163900224469355
9222,0.07428773670189366,0.033429710856671464,0.20639769868500904,0.07326334873642874,0.612621505019997
8795,0.04327451377942959,0.33635985612673186,0.4053103037171467,0.2034426897382464,0.011612636638445717
3088,0.0061018285048519815,0.03449028176369855,0.04067510308995379,0.2474519499542803,0.6712808366872164
8194,0.22321468603814973,0.43365099678791463,0.24170868010401886,0.09120913127336067,0.010216505796556025
3742,0.33875649052735357,0.1881071202642971,0.2607680730988982,0.1785295533529601,0.03383876275649136
7245,0.16858155283568696,0.798736169191826,0.02690642934749016,0.003930216465301134,0.0018456321596956426
1558,0.011281824858670964,0.005147030577121193,0.034010882689239345,0.15922085752824236,0.7903394043467257
2148,0.5490724185020406,0.35966483008116645,0.06314705893342776,0.014015103929671804,0.014100588553693226
1603,8.591130382237884e-4,0.003910842378976692,0.05707927437637204,0.9161864303618769,0.021964339844550707
4282,0.0010224662912141891,0.010476864360176797,0.043542567162659,0.579036584422602,0.36592151776334847
9056,0.055930637245476936,0.1465667328210669,0.6513725973385927,0.14273428944127584,0.003395743153587481
6431,0.08847892483565355,0.5037061320268083,0.3957677264498659,0.011253551867595525,7.936648200764342e-4
9125,0.06456449002539048,0.2443914319367182,0.5638999554281413,0.12546223159206385,0.0016818910176864875
3529,0.8555797732863828,0.07544670221350915,0.047646568786983104,0.021085618906723155,2.4133680640254018e-4
7012,0.21865899875808747,0.5800419303208757,0.11691175292554411,0.08318449226986441,0.0012028257256281299
2349,0.06682624566531693,0.8212242504273018,0.10351977752470799,0.00501869979012013,0.0034110265925534327
4765,0.020656731910492807,0.02015501239846156,0.009471553049200174,0.014677082092834888,0.9350396205490105
1555,9.208120097260585e-4,0.0026848571471692543,0.042831038633495126,0.11090483939237782,0.8426584528172322
8147,0.053753965976609405,0.08920492098273931,0.6059274759879679,0.23724824253467644,0.013865394518007128
2250,0.6738943901960316,0.31581878250940754,0.007990230785495593,0.0014505747825743417,8.460217264900716e-4
3435,0.0834221030517854,0.8412659343624134,0.06853200872866214,0.0066504762451987925,1.294776119402985e-4
3726,0.059627076520652085,0.08644103213497162,0.6861195320356704,0.13260376889634068,0.03520859041236596
11419,0.08755009125114047,0.1619799987181958,0.14762141577535914,0.5924029622405477,0.010445532014757803
11682,0.20033901147690222,0.236041866106602,0.26235248648993326,0.29253511425291534,0.008731521673647586
10238,0.046141802698510107,0.13793622681149834,0.5064596752498994,0.29258855086595975,0.016873744374132086
9731,0.06741685339434433,0.2265048135604116,0.19577491999398225,0.40158818525229845,0.10871522779896341
4103,0.09439618460008739,0.8270399623872102,0.065529526195142615,0.009156592453690967,0.003877734363868268
4239,0.5636864186119408,0.17132133014203818,0.18195373487637095,0.07714780371117509,0.005890712658474529
4107,0.28072077195902456,0.6799761786293429,0.029716117770538904,0.0020577622059485354,0.007529169435144833
5678,0.004727590789494434,0.49105320634414634,0.33886277353884825,0.12445780593333891,0.04089862339417271
12756,0.06746906154573631,0.047702126253058495,0.73183653962808215,0.1500733107011349,0.002918961871988746
3127,0.1078749514135553,0.38109010070001414,0.3629103961225126,0.14610360383225382,0.0020209479316639777
3299,0.16658823338388712,0.6078103242192041,0.20468985247754057,0.020675601641600313,2.3598827776766197e-4
1607,4.739520156731537e-4,0.007511215437812779,0.09086751832007703,0.8552727697727157,0.045874544453721564
2647,0.00330727123750372,0.009539953821985013,0.1883163087739722,0.7662453205996608,0.032591145566878095
4592,0.002387541978924027,0.06683844286292866,0.3852547796678952,0.3221143571236882,0.22340487836656447
11245,0.03428800038152317,0.08356346160543332,0.21120795985038837,0.12540435344143241,0.5455362247212231
5482,0.6351160875070759,0.35024160024136586,0.013019398816900844,8.408263976692267e-4,7.820870369881397e-4
9119,0.07975051988046003,0.2584977063886108,0.5254508443519013,0.12830854455899435,0.007992384820033635
2781,0.0356356115367878,0.24700805452980668,0.21005237030224705,0.235829359736234,0.27147460389492434
109,0.029857862157241497,0.25533506458524147,0.16753534274481718,0.4237150346442342,0.1235566958684652
8402,0.03921449484931261,0.3007448632290083,0.512321412146231,0.12190455531189669,0.025814674463551866
14939,0.017840358172264644,0.03136797427769647,0.19050363734769757,0.4770884916971142,0.28319953850522667
5260,0.09749350086535351,0.6759711739695274,0.1772498782588811,0.04159491858538457,0.0076905283208533225
5102,0.05438864766116036,0.7170390894636393,0.2091595327904979,0.018350605229292813,0.001062124855410138
6623,0.1995645888315705,0.6167553729470292,0.15032419876687161,0.03236437332222146,9.914661323075693e-4
11706,0.1810665475008797,0.27706351159726866,0.39032480255597213,0.14858144873988888,0.0029636896059904764
